,data,dayname,somma_polli,t_media,fenomeni,feste,team1,team2,championship,avversario,Italia
0,2015-01-01,giovedì,6,0,sole,Primo dell'Anno,-,-,-,-,-
1,2015-01-02,venerdì,9,0,sole,0,Udinese,Juventus,A,-,-
1,2015-01-02,venerdì,9,0,sole,0,Chievo,Napoli,A,-,-
1,2015-01-02,venerdì,9,0,sole,0,Cesena,Lazio,A,-,-
1,2015-01-02,venerdì,9,0,sole,0,Milan,Parma,A,-,-
1,2015-01-02,venerdì,9,0,sole,0,Sassuolo,Inter,A,-,-
2,2015-01-03,sabato,14,4,sole,0,Sassuolo,Lazio,A,-,-
2,2015-01-03,sabato,14,4,sole,0,Inter,Fiorentina,A,-,-
2,2015-01-03,sabato,14,4,sole,0,Torino,Napoli,A,-,-
3,2015-01-04,domenica,10,3,sole,0,-,-,-,-,-
4,2015-01-05,lunedì,14,4,sole,0,-,-,-,-,-
5,2015-01-06,martedì,13,2,sole,Epifania,-,-,-,-,-
6,2015-01-07,mercoledì,4,3,sole,0,-,-,-,-,-
7,2015-01-08,giovedì,10,4,sole,0,-,-,-,-,-
8,2015-01-09,venerdì,13,2,nebbia ,0,-,-,-,-,-
9,2015-01-10,sabato,14,2,nebbia ,0,-,-,-,-,-
10,2015-01-11,domenica,6,1,nebbia ,0,Genoa,Napoli,A,-,-
10,2015-01-11,domenica,6,1,nebbia ,0,Lazio,Milan,A,-,-
11,2015-01-13,martedì,13,3,sole,0,-,-,-,-,-
12,2015-01-14,mercoledì,13,4,nebbia ,0,-,-,-,-,-
13,2015-01-15,giovedì,8,4,pioggia nebbia ,0,-,-,-,-,-
14,2015-01-16,venerdì,15,7,pioggia ,0,-,-,-,-,-
15,2015-01-17,sabato,20,9,pioggia ,0,Empoli,Inter,A,-,-
16,2015-01-18,domenica,18,5,sole,0,Lazio,Napoli,A,-,-
16,2015-01-18,domenica,18,5,sole,0,Milan,Atalanta,A,-,-
16,2015-01-18,domenica,18,5,sole,0,Chievo,Fiorentina,A,-,-
16,2015-01-18,domenica,18,5,sole,0,Juventus,Verona,A,-,-
17,2015-01-20,martedì,16,2,nebbia ,0,-,-,-,-,-
18,2015-01-21,mercoledì,12,4,pioggia ,0,-,-,-,-,-
19,2015-01-22,giovedì,7,6,pioggia ,0,-,-,-,-,-
20,2015-01-23,venerdì,11,6,sole,0,-,-,-,-,-
21,2015-01-24,sabato,28,5,sole,0,Lazio,Milan,A,-,-
22,2015-01-25,domenica,26,5,sole,0,Inter,Torino,A,-,-
22,2015-01-25,domenica,26,5,sole,0,Juventus,Chievo,A,-,-
23,2015-01-27,martedì,11,1,sole,0,-,-,-,-,-
24,2015-01-28,mercoledì,18,2,sole,0,-,-,-,-,-
25,2015-01-29,giovedì,18,1,pioggia ,0,-,-,-,-,-
26,2015-01-30,venerdì,24,2,pioggia ,0,-,-,-,-,-
27,2015-01-31,sabato,32,2,sole,0,-,-,-,-,-
28,2015-02-01,domenica,29,3,sole,0,-,-,-,-,-
29,2015-02-03,martedì,17,3,sole,0,Roma,Juventus,A,-,-
30,2015-02-04,mercoledì,16,6,sole,0,-,-,-,-,-
31,2015-02-05,giovedì,11,5,sole,0,Sampdoria,Juventus,A,-,-
32,2015-02-06,venerdì,25,3,sole,0,-,-,-,-,-
33,2015-02-07,sabato,28,4,sole,0,-,-,-,-,-
34,2015-02-08,domenica,19,1,sole,0,-,-,-,-,-
35,2015-02-10,martedì,22,2,sole,0,-,-,-,-,-
36,2015-02-11,mercoledì,19,4,sole,0,Chievo,Sampdoria,A,-,-
37,2015-02-12,giovedì,19,5,sole,Giovedì Grasso,-,-,-,-,-
38,2015-02-13,venerdì,22,6,sole,0,-,-,-,-,-
39,2015-02-14,sabato,33,6,sole,San Valentino,Palermo,Napoli,A,-,-
40,2015-02-15,domenica,28,8,sole,Carnevale,Udinese,Lazio,A,-,-
40,2015-02-15,domenica,28,8,sole,Carnevale,Milan,Empoli,A,-,-
40,2015-02-15,domenica,28,8,sole,Carnevale,Atalanta,Inter,A,-,-
40,2015-02-15,domenica,28,8,sole,Carnevale,Cesena,Juventus,A,-,-
40,2015-02-15,domenica,28,8,sole,Carnevale,Chievo,Sampdoria,A,-,-
41,2015-02-17,martedì,21,9,sole,Martedì Grasso,-,-,-,-,-
42,2015-02-18,mercoledì,10,6,sole,0,-,-,-,-,-
43,2015-02-19,giovedì,20,4,sole,0,-,-,-,-,-
44,2015-02-20,venerdì,17,4,sole,0,Juventus,Atalanta,A,-,-
45,2015-02-21,sabato,30,5,sole,0,-,-,-,-,-
46,2015-02-22,domenica,36,7,sole,0,Milan,Cesena,A,-,-
46,2015-02-22,domenica,36,7,sole,0,Lazio,Palermo,A,-,-
46,2015-02-22,domenica,36,7,sole,0,Empoli,Chievo,A,-,-
47,2015-02-24,martedì,19,7,sole,0,-,-,-,-,-
48,2015-02-25,mercoledì,13,7,sole,0,-,-,-,-,-
49,2015-02-26,giovedì,19,8,sole,0,-,-,-,-,-
50,2015-02-27,venerdì,18,8,sole,0,-,-,-,-,-
51,2015-02-28,sabato,33,8,sole,0,Chievo,Milan,A,-,-
52,2015-03-01,domenica,22,7,sole,0,-,-,-,-,-
53,2015-03-03,martedì,20,8,nebbia ,0,-,-,-,-,-
54,2015-03-04,mercoledì,23,8,pioggia ,0,-,-,-,-,-
55,2015-03-05,giovedì,10,8,sole,0,Inter,Chievo,A,-,-
55,2015-03-05,giovedì,10,8,sole,0,Atalanta,Lazio,A,-,-
55,2015-03-05,giovedì,10,8,sole,0,Napoli,Milan,A,-,-
56,2015-03-06,venerdì,20,7,sole,0,-,-,-,-,-
57,2015-03-07,sabato,37,7,sole,0,-,-,-,-,-
58,2015-03-08,domenica,27,7,sole,0,-,-,-,-,-
59,2015-03-10,martedì,20,8,sole,0,Chievo,Verona,A,-,-
60,2015-03-11,mercoledì,16,10,sole,0,-,-,-,-,-
61,2015-03-12,giovedì,18,9,sole,0,-,-,-,-,-
62,2015-03-13,venerdì,22,8,sole,0,-,-,-,-,-
63,2015-03-14,sabato,41,8,sole,0,Palermo,Juventus,A,-,-
64,2015-03-15,domenica,34,9,pioggia ,0,Genoa,Chievo,A,-,-
64,2015-03-15,domenica,34,9,pioggia ,0,Inter,Cesena,A,-,-
64,2015-03-15,domenica,34,9,pioggia ,0,Verona,Napoli,A,-,-
65,2015-03-17,martedì,15,12,pioggia ,0,-,-,-,-,-
66,2015-03-18,mercoledì,18,10,sole,0,-,-,-,-,-
67,2015-03-19,giovedì,19,10,sole,Festa di San Giuseppe,-,-,-,-,-
68,2015-03-20,venerdì,17,10,sole,0,-,-,-,-,-
69,2015-03-21,sabato,31,10,pioggia ,0,Chievo,Palermo,A,-,-
69,2015-03-21,sabato,31,10,pioggia ,0,Milan,Cagliari,A,-,-
70,2015-03-22,domenica,37,9,pioggia ,0,Sampdoria,Inter,A,-,-
70,2015-03-22,domenica,37,9,pioggia ,0,Napoli,Atalanta,A,-,-
70,2015-03-22,domenica,37,9,pioggia ,0,Juventus,Genoa,A,-,-
70,2015-03-22,domenica,37,9,pioggia ,0,Lazio,Verona,A,-,-
71,2015-03-24,martedì,21,12,sole,0,-,-,-,-,-
72,2015-03-25,mercoledì,23,12,pioggia ,0,-,-,-,-,-
73,2015-03-26,giovedì,19,11,pioggia ,0,-,-,-,-,-
74,2015-03-27,venerdì,16,12,sole,0,-,-,-,-,-
75,2015-03-28,sabato,39,13,sole,0,-,-,-,Bulgaria,Italia
76,2015-03-29,domenica,20,12,sole,Domenica delle Palme,-,-,-,-,-
77,2015-03-31,martedì,16,14,sole,0,-,-,-,Inghilterra,Italia
78,2015-04-01,mercoledì,15,13,nebbia ,0,-,-,-,-,-
79,2015-04-02,giovedì,16,12,sole,0,-,-,-,-,-
80,2015-04-03,venerdì,14,11,sole,0,-,-,-,-,-
81,2015-04-04,sabato,17,10,sole,0,Sassuolo,Chievo,A,-,-
81,2015-04-04,sabato,17,10,sole,0,Roma,Napoli,A,-,-
81,2015-04-04,sabato,17,10,sole,0,Cagliari,Lazio,A,-,-
81,2015-04-04,sabato,17,10,sole,0,Inter,Parma,A,-,-
81,2015-04-04,sabato,17,10,sole,0,Palermo,Milan,A,-,-
81,2015-04-04,sabato,17,10,sole,0,Juventus,Empoli,A,-,-
82,2015-04-05,domenica,5,9,pioggia ,Pasqua,-,-,-,-,-
83,2015-04-07,martedì,8,10,sole,0,-,-,-,-,-
84,2015-04-08,mercoledì,15,11,sole,0,-,-,-,-,-
85,2015-04-09,giovedì,12,13,sole,0,-,-,-,-,-
86,2015-04-10,venerdì,19,14,sole,0,Milan,Napoli,A,-,-
86,2015-04-10,venerdì,19,14,sole,0,Sampdoria,Inter,A,-,-
86,2015-04-10,venerdì,19,14,sole,0,Lazio,Frosinone,A,-,-
86,2015-04-10,venerdì,19,14,sole,0,Juventus,Bologna,A,-,-
87,2015-04-11,sabato,27,13,sole,0,-,-,-,-,-
88,2015-04-12,domenica,28,15,nebbia ,0,Lazio,Juventus,A,-,-
89,2015-04-14,martedì,17,17,sole,0,-,-,-,-,-
90,2015-04-15,mercoledì,17,18,sole,0,-,-,-,-,-
91,2015-04-16,giovedì,18,17,pioggia ,0,-,-,-,-,-
92,2015-04-17,venerdì,25,15,pioggia ,0,-,-,-,-,-
93,2015-04-18,sabato,40,13,pioggia temporale nebbia ,0,Juventus,Lazio,A,-,-
94,2015-04-19,domenica,25,11,sole,0,Inter,Milan,A,-,-
94,2015-04-19,domenica,25,11,sole,0,Cagliari,Napoli,A,-,-
94,2015-04-19,domenica,25,11,sole,0,Chievo,Udinese,A,-,-
95,2015-04-21,martedì,21,16,sole,0,-,-,-,-,-
96,2015-04-22,mercoledì,17,18,sole,0,-,-,-,-,-
97,2015-04-23,giovedì,19,17,sole,0,-,-,-,-,-
98,2015-04-24,venerdì,29,16,sole,0,-,-,-,-,-
99,2015-04-25,sabato,36,15,pioggia ,Anniversario della Liberazione,Inter,Roma,A,-,-
99,2015-04-25,sabato,36,15,pioggia ,Anniversario della Liberazione,Udinese,Milan,A,-,-
100,2015-04-26,domenica,27,16,pioggia ,0,Lazio,Chievo,A,-,-
100,2015-04-26,domenica,27,16,pioggia ,0,Torino,Juventus,A,-,-
100,2015-04-26,domenica,27,16,pioggia ,0,Napoli,Sampdoria,A,-,-
101,2015-04-28,martedì,26,16,pioggia ,0,Udinese,Inter,A,-,-
102,2015-04-29,mercoledì,15,15,sole,0,Chievo,Cagliari,A,-,-
102,2015-04-29,mercoledì,15,15,sole,0,Milan,Genoa,A,-,-
102,2015-04-29,mercoledì,15,15,sole,0,Juventus,Fiorentina,A,-,-
102,2015-04-29,mercoledì,15,15,sole,0,Lazio,Parma,A,-,-
103,2015-04-30,giovedì,18,15,pioggia ,0,Empoli,Napoli,A,-,-
104,2015-05-01,venerdì,29,13,pioggia ,Festa dei Lavoratori,Lazio,Sampdoria,A,-,-
105,2015-05-02,sabato,22,17,pioggia nebbia ,0,-,-,-,-,-
106,2015-05-03,domenica,29,18,pioggia ,0,-,-,-,-,-
107,2015-05-05,martedì,23,20,nebbia ,0,-,-,-,-,-
108,2015-05-06,mercoledì,25,20,sole,0,-,-,-,-,-
109,2015-05-07,giovedì,24,21,sole,0,-,-,-,-,-
110,2015-05-08,venerdì,27,21,pioggia temporale ,0,-,-,-,-,-
111,2015-05-09,sabato,38,20,sole,0,-,-,-,-,-
112,2015-05-10,domenica,29,22,sole,Festa della Mamma,-,-,-,-,-
113,2015-05-12,martedì,16,22,sole,0,Inter,Genoa,A,-,-
114,2015-05-13,mercoledì,16,21,sole,0,-,-,-,-,-
115,2015-05-14,giovedì,10,22,sole,0,-,-,-,-,-
116,2015-05-15,venerdì,17,19,pioggia temporale ,0,-,-,-,-,-
117,2015-05-16,sabato,27,20,pioggia temporale ,0,Sampdoria,Lazio,A,-,-
117,2015-05-16,sabato,27,20,pioggia temporale ,0,Inter,Juventus,A,-,-
118,2015-05-17,domenica,23,23,sole,0,Torino,Chievo,A,-,-
118,2015-05-17,domenica,23,23,sole,0,Sassuolo,Milan,A,-,-
119,2015-05-19,martedì,16,23,pioggia temporale ,0,-,-,-,-,-
120,2015-05-20,mercoledì,24,19,pioggia ,0,-,-,-,-,-
121,2015-05-21,giovedì,24,14,pioggia temporale ,0,-,-,-,-,-
122,2015-05-22,venerdì,17,14,pioggia ,0,-,-,-,-,-
123,2015-05-23,sabato,33,14,pioggia ,0,Juventus,Napoli,A,-,-
123,2015-05-23,sabato,33,14,pioggia ,0,Genoa,Inter,A,-,-
124,2015-05-24,domenica,29,17,pioggia ,Pentecoste,Chievo,Atalanta,A,-,-
124,2015-05-24,domenica,29,17,pioggia ,Pentecoste,Milan,Torino,A,-,-
125,2015-05-26,martedì,22,18,pioggia temporale ,0,-,-,-,-,-
126,2015-05-27,mercoledì,22,18,pioggia ,0,-,-,-,-,-
127,2015-05-28,giovedì,23,19,sole,0,-,-,-,-,-
128,2015-05-29,venerdì,17,19,sole,0,-,-,-,-,-
129,2015-05-30,sabato,32,21,sole,0,Atalanta,Milan,A,-,-
129,2015-05-30,sabato,32,21,sole,0,Verona,Juventus,A,-,-
130,2015-05-31,domenica,20,21,sole,0,Napoli,Lazio,A,-,-
130,2015-05-31,domenica,20,21,sole,0,Fiorentina,Chievo,A,-,-
130,2015-05-31,domenica,20,21,sole,0,Inter,Empoli,A,-,-
131,2015-06-01,lunedì,15,22,sole,0,Chievo,Torino,A,-,-
131,2015-06-01,lunedì,15,22,sole,0,Cesena,Napoli,A,-,-
131,2015-06-01,lunedì,15,22,sole,0,Milan,Sassuolo,A,-,-
131,2015-06-01,lunedì,15,22,sole,0,Juventus,Inter,A,-,-
132,2015-06-02,martedì,24,24,sole,Festa della Repubblica,-,-,-,-,-
133,2015-06-03,mercoledì,17,25,sole,0,-,-,-,-,-
134,2015-06-04,giovedì,24,27,sole,0,-,-,-,-,-
135,2015-06-05,venerdì,22,27,sole,0,-,-,-,-,-
136,2015-06-06,sabato,31,28,sole,0,-,-,-,-,-
137,2015-06-07,domenica,25,28,sole,0,-,-,-,-,-
138,2015-06-09,martedì,25,24,sole,0,-,-,-,Bulgaria,Italia
139,2015-06-10,mercoledì,22,25,sole,0,-,-,-,-,-
140,2015-06-11,giovedì,21,25,sole,0,-,-,-,-,-
141,2015-06-12,venerdì,18,25,sole,0,Carpi,Milan,A,-,-
141,2015-06-12,venerdì,18,25,sole,0,Frosinone,Chievo,A,-,-
141,2015-06-12,venerdì,18,25,sole,0,Bologna,Napoli,A,-,-
142,2015-06-13,sabato,20,25,sole,0,-,-,-,-,-
143,2015-06-14,domenica,25,23,sole,0,-,-,-,-,-
144,2015-06-16,martedì,20,21,sole,0,-,-,-,Portogallo,Italia
145,2015-06-17,mercoledì,22,21,sole,0,-,-,-,-,-
146,2015-06-18,giovedì,24,22,sole,0,-,-,-,-,-
147,2015-06-19,venerdì,21,22,sole,0,-,-,-,-,-
148,2015-06-20,sabato,29,20,sole,0,-,-,-,-,-
149,2015-06-21,domenica,24,21,sole,0,-,-,-,-,-
150,2015-06-23,martedì,19,23,sole,0,-,-,-,-,-
151,2015-06-24,mercoledì,20,20,sole,0,-,-,-,-,-
152,2015-06-25,giovedì,23,22,sole,0,-,-,-,-,-
153,2015-06-26,venerdì,30,24,sole,0,-,-,-,-,-
154,2015-06-27,sabato,26,25,sole,0,-,-,-,-,-
155,2015-06-28,domenica,24,25,sole,0,-,-,-,-,-
156,2015-06-30,martedì,19,25,sole,0,-,-,-,-,-
157,2015-07-01,mercoledì,23,26,sole,0,-,-,-,-,-
158,2015-07-02,giovedì,17,27,sole,0,Juventus,Milan,A,-,-
159,2015-07-03,venerdì,32,27,sole,0,Milan,Verona,A,-,-
160,2015-07-04,sabato,23,27,sole,0,-,-,-,-,-
161,2015-07-05,domenica,25,29,sole,0,-,-,-,-,-
162,2015-07-07,martedì,28,31,sole,0,-,-,-,-,-
163,2015-07-08,mercoledì,29,29,sole,0,-,-,-,-,-
164,2015-07-09,giovedì,24,25,sole,0,-,-,-,-,-
165,2015-07-10,venerdì,27,25,sole,0,-,-,-,-,-
166,2015-07-11,sabato,30,25,sole,0,Milan,Atalanta,A,-,-
167,2015-07-12,domenica,29,27,sole,0,-,-,-,-,-
168,2015-07-14,martedì,33,28,sole,0,-,-,-,-,-
169,2015-07-15,mercoledì,22,28,sole,0,-,-,-,-,-
170,2015-07-16,giovedì,29,29,sole,0,-,-,-,-,-
171,2015-07-17,venerdì,19,30,sole,0,-,-,-,-,-
172,2015-07-18,sabato,33,29,sole,0,-,-,-,-,-
173,2015-07-19,domenica,23,30,sole,0,-,-,-,-,-
174,2015-07-21,martedì,21,30,sole,0,-,-,-,-,-
175,2015-07-22,mercoledì,32,31,sole,0,-,-,-,-,-
176,2015-07-23,giovedì,30,29,sole,0,-,-,-,-,-
177,2015-07-24,venerdì,26,29,sole,0,-,-,-,-,-
178,2015-07-25,sabato,31,28,sole,0,-,-,-,-,-
179,2015-07-26,domenica,40,26,sole,0,-,-,-,-,-
180,2015-07-28,martedì,24,27,sole,0,-,-,-,-,-
181,2015-07-29,mercoledì,31,26,sole,0,-,-,-,-,-
182,2015-07-30,giovedì,32,24,sole,0,-,-,-,-,-
183,2015-07-31,venerdì,34,23,sole,0,-,-,-,-,-
184,2015-08-01,sabato,44,21,pioggia ,0,-,-,-,-,-
185,2015-08-02,domenica,34,22,pioggia ,0,Inter,Palermo,A,-,-
185,2015-08-02,domenica,34,22,pioggia ,0,Napoli,Udinese,A,-,-
186,2015-08-04,martedì,29,27,sole,0,-,-,-,-,-
187,2015-08-05,mercoledì,27,28,sole,0,-,-,-,-,-
188,2015-08-06,giovedì,29,29,sole,0,-,-,-,-,-
189,2015-08-07,venerdì,26,29,sole,0,-,-,-,-,-
190,2015-08-08,sabato,27,30,sole,0,-,-,-,-,-
191,2015-08-09,domenica,30,29,sole,0,-,-,-,-,-
192,2015-08-11,martedì,27,26,sole,0,Torino,Inter,A,-,-
192,2015-08-11,martedì,27,26,sole,0,Empoli,Juventus,A,-,-
192,2015-08-11,martedì,27,26,sole,0,Napoli,Udinese,A,-,-
192,2015-08-11,martedì,27,26,sole,0,Palermo,Chievo,A,-,-
192,2015-08-11,martedì,27,26,sole,0,Roma,Lazio,A,-,-
193,2015-08-12,mercoledì,27,28,sole,0,-,-,-,-,-
194,2015-08-13,giovedì,31,28,sole,0,-,-,-,-,-
195,2015-08-14,venerdì,26,27,temporale ,0,-,-,-,-,-
196,2015-08-15,sabato,26,25,pioggia ,Ferragosto,-,-,-,-,-
197,2015-08-16,domenica,29,21,pioggia temporale ,0,-,-,-,-,-
198,2015-08-18,martedì,31,23,temporale ,0,-,-,-,-,-
199,2015-08-19,mercoledì,33,19,pioggia ,0,-,-,-,-,-
200,2015-08-20,giovedì,34,23,sole,0,-,-,-,-,-
201,2015-08-21,venerdì,26,21,pioggia temporale ,0,-,-,-,-,-
202,2015-08-22,sabato,34,20,sole,0,Lazio,Bologna,A,-,-
203,2015-08-23,domenica,38,21,pioggia ,0,Juventus,Udinese,A,-,-
203,2015-08-23,domenica,38,21,pioggia ,0,Empoli,Chievo,A,-,-
203,2015-08-23,domenica,38,21,pioggia ,0,Inter,Atalanta,A,-,-
203,2015-08-23,domenica,38,21,pioggia ,0,Fiorentina,Milan,A,-,-
203,2015-08-23,domenica,38,21,pioggia ,0,Sassuolo,Napoli,A,-,-
204,2015-08-25,martedì,38,23,pioggia nebbia ,0,-,-,-,-,-
205,2015-08-26,mercoledì,31,23,sole,0,-,-,-,-,-
206,2015-08-27,giovedì,27,24,sole,0,-,-,-,-,-
207,2015-08-28,venerdì,30,25,sole,0,-,-,-,-,-
208,2015-08-29,sabato,41,26,sole,0,Milan,Empoli,A,-,-
209,2015-08-30,domenica,35,27,sole,0,Carpi,Inter,A,-,-
209,2015-08-30,domenica,35,27,sole,0,Roma,Juventus,A,-,-
209,2015-08-30,domenica,35,27,sole,0,Napoli,Sampdoria,A,-,-
209,2015-08-30,domenica,35,27,sole,0,Chievo,Lazio,A,-,-
210,2015-09-01,martedì,33,24,sole,0,-,-,-,-,-
211,2015-09-02,mercoledì,26,23,sole,0,Lazio,Genoa,A,-,-
212,2015-09-03,giovedì,26,23,sole,0,Juventus,Sassuolo,A,-,-
212,2015-09-03,giovedì,26,23,sole,0,Lazio,Fiorentina,A,-,-
213,2015-09-04,venerdì,30,22,sole,0,-,-,-,-,-
214,2015-09-05,sabato,36,20,sole,0,Juventus,Cagliari,A,-,-
214,2015-09-05,sabato,36,20,sole,0,Milan,Roma,A,-,-
215,2015-09-06,domenica,31,18,sole,0,-,-,-,-,-
216,2015-09-08,martedì,29,19,sole,0,-,-,-,-,-
217,2015-09-09,mercoledì,30,18,sole,0,-,-,-,-,-
218,2015-09-10,giovedì,36,20,sole,0,-,-,-,-,-
219,2015-09-11,venerdì,33,19,sole,0,-,-,-,-,-
220,2015-09-12,sabato,47,20,sole,0,-,-,-,-,-
221,2015-09-13,domenica,36,20,sole,0,Inter,Milan,A,-,-
221,2015-09-13,domenica,36,20,sole,0,Empoli,Napoli,A,-,-
221,2015-09-13,domenica,36,20,sole,0,Lazio,Udinese,A,-,-
222,2015-09-15,martedì,34,21,sole,0,-,-,-,-,-
223,2015-09-16,mercoledì,29,22,sole,0,-,-,-,-,-
224,2015-09-17,giovedì,29,23,sole,0,-,-,-,-,-
225,2015-09-18,venerdì,32,23,sole,0,-,-,-,-,-
226,2015-09-19,sabato,42,20,sole,0,Milan,Palermo,A,-,-
227,2015-09-20,domenica,41,20,sole,0,Chievo,Inter,A,-,-
227,2015-09-20,domenica,41,20,sole,0,Genoa,Juventus,A,-,-
227,2015-09-20,domenica,41,20,sole,0,Napoli,Lazio,A,-,-
228,2015-09-22,martedì,33,18,sole,0,Udinese,Milan,A,-,-
229,2015-09-24,giovedì,38,15,sole,0,-,-,-,-,-
230,2015-09-25,venerdì,37,17,sole,0,-,-,-,-,-
231,2015-09-26,sabato,46,18,sole,0,Napoli,Juventus,A,-,-
232,2015-09-27,domenica,43,17,sole,0,Genoa,Milan,A,-,-
232,2015-09-27,domenica,43,17,sole,0,Inter,Fiorentina,A,-,-
232,2015-09-27,domenica,43,17,sole,0,Sassuolo,Chievo,A,-,-
232,2015-09-27,domenica,43,17,sole,0,Verona,Lazio,A,-,-
233,2015-09-29,martedì,28,17,sole,0,-,-,-,-,-
234,2015-09-30,mercoledì,23,15,sole,0,-,-,-,-,-
235,2015-10-01,giovedì,34,14,pioggia ,0,Torino,Milan,A,-,-
236,2015-10-02,venerdì,32,16,pioggia ,0,-,-,-,-,-
237,2015-10-03,sabato,40,17,pioggia ,0,-,-,-,-,-
238,2015-10-04,domenica,31,17,pioggia temporale ,0,-,-,-,-,-
239,2015-10-06,martedì,26,17,pioggia ,0,-,-,-,-,-
240,2015-10-07,mercoledì,23,18,pioggia temporale nebbia ,0,-,-,-,-,-
241,2015-10-08,giovedì,22,18,pioggia ,0,-,-,-,-,-
242,2015-10-09,venerdì,29,17,sole,0,-,-,-,-,-
243,2015-10-10,sabato,44,16,sole,0,-,-,-,Azerbaijan,Italia
244,2015-10-11,domenica,38,16,sole,0,-,-,-,-,-
245,2015-10-13,martedì,25,14,pioggia ,0,-,-,-,Norvegia,Italia
246,2015-10-14,mercoledì,30,15,pioggia ,0,-,-,-,-,-
247,2015-10-15,giovedì,26,14,pioggia ,0,-,-,-,-,-
248,2015-10-16,venerdì,35,11,pioggia temporale ,0,-,-,-,-,-
249,2015-10-17,sabato,47,11,sole,0,Torino,Milan,A,-,-
250,2015-10-18,domenica,36,12,pioggia ,0,Inter,Juventus,A,-,-
250,2015-10-18,domenica,36,12,pioggia ,0,Napoli,Fiorentina,A,-,-
250,2015-10-18,domenica,36,12,pioggia ,0,Sassuolo,Lazio,A,-,-
250,2015-10-18,domenica,36,12,pioggia ,0,Genoa,Chievo,A,-,-
251,2015-10-20,martedì,24,11,sole,0,-,-,-,-,-
252,2015-10-21,mercoledì,21,10,sole,0,-,-,-,-,-
253,2015-10-22,giovedì,27,10,sole,0,-,-,-,-,-
254,2015-10-23,venerdì,30,10,sole,0,-,-,-,-,-
255,2015-10-24,sabato,46,11,sole,0,Palermo,Inter,A,-,-
256,2015-10-25,domenica,36,11,sole,0,Chievo,Napoli,A,-,-
256,2015-10-25,domenica,36,11,sole,0,Milan,Sassuolo,A,-,-
256,2015-10-25,domenica,36,11,sole,0,Juventus,Atalanta,A,-,-
256,2015-10-25,domenica,36,11,sole,0,Lazio,Torino,A,-,-
257,2015-10-27,martedì,27,12,sole,0,Bologna,Inter,A,-,-
258,2015-10-28,mercoledì,25,13,pioggia ,0,Milan,Chievo,A,-,-
258,2015-10-28,mercoledì,25,13,pioggia ,0,Sassuolo,Juventus,A,-,-
258,2015-10-28,mercoledì,25,13,pioggia ,0,Atalanta,Lazio,A,-,-
258,2015-10-28,mercoledì,25,13,pioggia ,0,Napoli,Palermo,A,-,-
259,2015-10-29,giovedì,24,13,pioggia ,0,-,-,-,-,-
260,2015-10-30,venerdì,33,14,nebbia ,0,-,-,-,-,-
261,2015-10-31,sabato,52,12,sole,0,Inter,Roma,A,-,-
261,2015-10-31,sabato,52,12,sole,0,Juventus,Torino,A,-,-
262,2015-11-01,domenica,32,10,sole,Ognissanti,Napoli,Juventus,A,-,-
262,2015-11-01,domenica,32,10,sole,Ognissanti,Atalanta,Chievo,A,-,-
262,2015-11-01,domenica,32,10,sole,Ognissanti,Roma,Lazio,A,-,-
262,2015-11-01,domenica,32,10,sole,Ognissanti,Inter,Genoa,A,-,-
263,2015-11-03,martedì,25,9,sole,0,-,-,-,-,-
264,2015-11-04,mercoledì,25,11,sole,0,Verona,Inter,A,-,-
264,2015-11-04,mercoledì,25,11,sole,0,Parma,Juventus,A,-,-
265,2015-11-05,giovedì,26,11,sole,0,-,-,-,-,-
266,2015-11-06,venerdì,32,12,sole,0,-,-,-,-,-
267,2015-11-07,sabato,56,12,sole,0,-,-,-,-,-
268,2015-11-08,domenica,28,12,sole,0,-,-,-,-,-
269,2015-11-10,martedì,30,9,sole,0,-,-,-,-,-
270,2015-11-11,mercoledì,30,7,sole,0,-,-,-,-,-
271,2015-11-12,giovedì,33,9,sole,0,-,-,-,-,-
272,2015-11-13,venerdì,36,8,sole,0,-,-,-,Belgio,Italia
273,2015-11-14,sabato,49,9,sole,0,-,-,-,-,-
274,2015-11-15,domenica,33,8,sole,0,-,-,-,-,-
275,2015-11-17,martedì,28,9,sole,0,-,-,-,Romania,Italia
276,2015-11-18,mercoledì,37,10,sole,0,-,-,-,-,-
277,2015-11-19,giovedì,34,11,sole,0,-,-,-,-,-
278,2015-11-20,venerdì,41,11,sole,0,-,-,-,-,-
279,2015-11-21,sabato,44,9,sole,0,Juventus,Milan,A,-,-
280,2015-11-22,domenica,33,5,sole,0,Verona,Napoli,A,-,-
280,2015-11-22,domenica,33,5,sole,0,Carpi,Chievo,A,-,-
280,2015-11-22,domenica,33,5,sole,0,Lazio,Palermo,A,-,-
280,2015-11-22,domenica,33,5,sole,0,Inter,Frosinone,A,-,-
281,2015-11-24,martedì,22,4,sole,0,-,-,-,-,-
282,2015-11-25,mercoledì,25,2,sole,0,-,-,-,-,-
283,2015-11-26,giovedì,30,4,sole,0,-,-,-,-,-
284,2015-11-27,venerdì,34,3,sole,0,-,-,-,-,-
285,2015-11-28,sabato,55,2,sole,0,Milan,Sampdoria,A,-,-
286,2015-11-29,domenica,42,2,sole,0,Palermo,Juventus,A,-,-
286,2015-11-29,domenica,42,2,sole,0,Empoli,Lazio,A,-,-
286,2015-11-29,domenica,42,2,sole,0,Chievo,Udinese,A,-,-
287,2015-12-02,mercoledì,30,5,sole,0,-,-,-,-,-
